Order ID,Order Line Number,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,Region,State,City,Product ID,Product Name,Category,Sub-Category,Sales Amount,Quantity,Unit Price,Gross Sales Amount,Discount,Discount Amount,Cost,Profit,Sales Channel,Sales Rep,Returned Flag
ORD-202401-00087,3,2024-01-02,2024-01-05,C0162,Karen Fernandes,Consumer,Brazil,South,SC,Florianopolis,P020,Eco Paper Pack,Office Supplies,Paper,133.7,10,13.89,138.9,0.0374,5.2,100.1,33.61,Online,Mateus Ribeiro,0
ORD-202401-00120,1,2024-01-02,2024-01-03,C0163,Capital Commerce S.A.,Enterprise,Brazil,South,RS,Porto Alegre,P016,ModShelf Plus,Furniture,Storage,671.06,3,233.54,700.62,0.0422,29.56,426.83,244.23,Direct Sales,Daniel Rocha,0
ORD-202401-00151,1,2024-01-02,2024-01-04,C0165,Union Solutions S.A.,Enterprise,Brazil,Southeast,RJ,Rio de Janeiro,P009,TypeEdge Keyboard,Technology,Accessories,455.5,6,78.34,470.04,0.0309,14.54,250.71,204.79,Direct Sales,Bruno Almeida,0
ORD-202401-00151,2,2024-01-02,2024-01-04,C0165,Union Solutions S.A.,Enterprise,Brazil,Southeast,RJ,Rio de Janeiro,P024,Marker Kit,Office Supplies,Writing,154.8,11,14.3,157.3,0.0159,2.5,81.93,72.86,Direct Sales,Bruno Almeida,0
ORD-202401-00151,3,2024-01-02,2024-01-04,C0165,Union Solutions S.A.,Enterprise,Brazil,Southeast,RJ,Rio de Janeiro,P025,Shipping Labels,Office Supplies,Labels,148.21,15,10.25,153.75,0.036,5.54,77.07,71.14,Direct Sales,Bruno Almeida,0
ORD-202401-00151,4,2024-01-02,2024-01-04,C0165,Union Solutions S.A.,Enterprise,Brazil,Southeast,RJ,Rio de Janeiro,P014,WorkBench 160,Furniture,Desks,2315.43,3,819.13,2457.39,0.0578,141.96,1755.92,559.51,Direct Sales,Bruno Almeida,1
ORD-202401-00033,1,2024-01-03,2024-01-05,C0119,Aurora Logistics Ltd.,Small Business,Brazil,Southeast,SP,Sao Paulo,P007,DockPro Station,Technology,Accessories,146.97,1,150.34,150.34,0.0224,3.37,92.16,54.81,Retail Stores,Ana Costa,0
ORD-202401-00033,2,2024-01-03,2024-01-05,C0119,Aurora Logistics Ltd.,Small Business,Brazil,Southeast,SP,Sao Paulo,P026,Shelf Labels,Office Supplies,Labels,96.54,10,9.7,97.0,0.0047,0.46,41.56,54.98,Retail Stores,Ana Costa,0
ORD-202401-00033,3,2024-01-03,2024-01-05,C0119,Aurora Logistics Ltd.,Small Business,Brazil,Southeast,SP,Sao Paulo,P001,ApexBook 13,Technology,Laptops,4456.53,3,1551.72,4655.16,0.0427,198.63,3199.13,1257.4,Retail Stores,Ana Costa,0
ORD-202401-00033,4,2024-01-03,2024-01-05,C0119,Aurora Logistics Ltd.,Small Business,Brazil,Southeast,SP,Sao Paulo,P027,Archive Box,Office Supplies,Filing,213.43,10,21.41,214.1,0.0031,0.67,126.14,87.29,Retail Stores,Ana Costa,0
ORD-202401-00040,1,2024-01-03,2024-01-06,C0098,TrueNorth Group Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P022,Economy Binder Set,Office Supplies,Binders,235.97,14,17.35,242.9,0.0285,6.93,140.86,95.11,Distributors,Henrique Souza,0
ORD-202401-00040,2,2024-01-03,2024-01-06,C0098,TrueNorth Group Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P003,VisionView 24,Technology,Monitors,1534.04,5,321.55,1607.75,0.0458,73.71,1237.16,296.88,Distributors,Henrique Souza,0
ORD-202401-00040,3,2024-01-03,2024-01-06,C0098,TrueNorth Group Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P019,Premium Paper Pack,Office Supplies,Paper,296.08,16,19.06,304.96,0.0291,8.88,222.33,73.75,Distributors,Henrique Souza,0
ORD-202401-00040,4,2024-01-03,2024-01-06,C0098,TrueNorth Group Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P001,ApexBook 13,Technology,Laptops,6195.36,4,1602.54,6410.16,0.0335,214.8,4615.19,1580.17,Distributors,Henrique Souza,0
ORD-202401-00078,1,2024-01-03,2024-01-04,C0143,Core Office S.A.,Enterprise,Brazil,North,TO,Palmas,P006,InkFlow Compact,Technology,Printers,212.85,1,227.0,227.0,0.0623,14.15,197.63,15.22,Online,Joao Pires,0
ORD-202401-00104,1,2024-01-03,2024-01-08,C0159,Lighthouse Solutions Ltd.,Small Business,Brazil,Northeast,BA,Salvador,P021,Exec Binder Set,Office Supplies,Binders,331.87,12,28.46,341.52,0.0283,9.65,196.58,135.29,Distributors,Felipe Santos,0
ORD-202401-00104,2,2024-01-03,2024-01-08,C0159,Lighthouse Solutions Ltd.,Small Business,Brazil,Northeast,BA,Salvador,P007,DockPro Station,Technology,Accessories,841.82,6,147.08,882.48,0.0461,40.66,543.33,298.49,Distributors,Felipe Santos,0
ORD-202401-00104,3,2024-01-03,2024-01-08,C0159,Lighthouse Solutions Ltd.,Small Business,Brazil,Northeast,BA,Salvador,P008,FlexMouse Wireless,Technology,Accessories,276.21,8,35.56,284.48,0.0291,8.27,169.9,106.31,Distributors,Felipe Santos,0
ORD-202401-00107,1,2024-01-03,2024-01-06,C0034,Golden Solutions Ltd.,Small Business,Brazil,Northeast,CE,Fortaleza,P015,SteelStore Cabinet,Furniture,Storage,979.27,3,345.03,1035.09,0.0539,55.82,720.84,258.42,Direct Sales,Felipe Santos,0
ORD-202401-00107,2,2024-01-03,2024-01-06,C0034,Golden Solutions Ltd.,Small Business,Brazil,Northeast,CE,Fortaleza,P002,ApexBook 15 Pro,Technology,Laptops,1800.61,1,1808.62,1808.62,0.0044,8.01,1484.43,316.17,Direct Sales,Felipe Santos,0
ORD-202401-00001,1,2024-01-04,2024-01-06,C0244,Union Solutions Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P003,VisionView 24,Technology,Monitors,920.95,3,311.97,935.91,0.016,14.96,720.23,200.72,Direct Sales,Henrique Souza,0
ORD-202401-00001,2,2024-01-04,2024-01-06,C0244,Union Solutions Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P005,LaserJet Office X1,Technology,Printers,1480.98,4,381.67,1526.68,0.0299,45.7,1365.59,115.4,Direct Sales,Henrique Souza,0
ORD-202401-00001,3,2024-01-04,2024-01-06,C0244,Union Solutions Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P009,TypeEdge Keyboard,Technology,Accessories,359.5,5,72.23,361.15,0.0046,1.65,203.93,155.56,Direct Sales,Henrique Souza,0
ORD-202401-00001,4,2024-01-04,2024-01-06,C0244,Union Solutions Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P016,ModShelf Plus,Furniture,Storage,914.98,4,234.22,936.88,0.0234,21.9,589.89,325.09,Direct Sales,Henrique Souza,0
ORD-202401-00015,1,2024-01-04,2024-01-06,C0099,Beatriz Santos,Consumer,Brazil,Northeast,CE,Fortaleza,P024,Marker Kit,Office Supplies,Writing,85.16,6,14.48,86.88,0.0198,1.72,43.59,41.57,Retail Stores,Eduarda Lima,0
ORD-202401-00015,2,2024-01-04,2024-01-06,C0099,Beatriz Santos,Consumer,Brazil,Northeast,CE,Fortaleza,P008,FlexMouse Wireless,Technology,Accessories,154.91,4,38.88,155.52,0.0039,0.61,82.0,72.91,Retail Stores,Eduarda Lima,0
ORD-202401-00015,3,2024-01-04,2024-01-06,C0099,Beatriz Santos,Consumer,Brazil,Northeast,CE,Fortaleza,P009,TypeEdge Keyboard,Technology,Accessories,277.83,4,73.39,293.56,0.0536,15.73,164.59,113.25,Retail Stores,Eduarda Lima,0
ORD-202401-00025,1,2024-01-04,2024-01-06,C0098,TrueNorth Group Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P011,ErgoSeat Mesh,Furniture,Chairs,563.37,2,294.77,589.54,0.0444,26.17,385.57,177.8,Online,Gabriela Moura,0
ORD-202401-00025,2,2024-01-04,2024-01-06,C0098,TrueNorth Group Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P007,DockPro Station,Technology,Accessories,450.9,3,152.03,456.09,0.0114,5.19,273.73,177.18,Online,Gabriela Moura,0
ORD-202401-00025,3,2024-01-04,2024-01-06,C0098,TrueNorth Group Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P024,Marker Kit,Office Supplies,Writing,164.45,12,13.99,167.88,0.0205,3.43,91.53,72.92,Online,Gabriela Moura,0
ORD-202401-00025,4,2024-01-04,2024-01-06,C0098,TrueNorth Group Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P001,ApexBook 13,Technology,Laptops,5793.78,4,1484.99,5939.96,0.0246,146.18,4528.39,1265.39,Online,Gabriela Moura,0
ORD-202401-00073,1,2024-01-04,2024-01-10,C0109,Vertex Supply Ltd.,Small Business,Brazil,South,SC,Florianopolis,P008,FlexMouse Wireless,Technology,Accessories,430.99,11,40.55,446.05,0.0338,15.06,230.87,200.12,Distributors,Daniel Rocha,0
ORD-202401-00079,1,2024-01-04,2024-01-10,C0007,Thiago Martins,Consumer,Brazil,North,PA,Belem,P015,SteelStore Cabinet,Furniture,Storage,1395.48,4,367.85,1471.4,0.0516,75.92,1020.01,375.47,Distributors,Joao Pires,0
ORD-202401-00141,1,2024-01-04,2024-01-09,C0207,Summit Retail Ltd.,Small Business,Brazil,South,SC,Florianopolis,P011,ErgoSeat Mesh,Furniture,Chairs,1528.54,5,316.56,1582.8,0.0343,54.26,931.77,596.77,Distributors,Mateus Ribeiro,0
ORD-202401-00141,2,2024-01-04,2024-01-09,C0207,Summit Retail Ltd.,Small Business,Brazil,South,SC,Florianopolis,P005,LaserJet Office X1,Technology,Printers,1717.24,5,373.83,1869.15,0.0813,151.91,1683.18,34.05,Distributors,Mateus Ribeiro,0
ORD-202401-00167,1,2024-01-04,2024-01-05,C0030,Fernanda Carvalho,Consumer,Brazil,North,TO,Palmas,P022,Economy Binder Set,Office Supplies,Binders,202.01,11,18.58,204.38,0.0116,2.37,110.81,91.21,Online,Joao Pires,0
ORD-202401-00167,2,2024-01-04,2024-01-05,C0030,Fernanda Carvalho,Consumer,Brazil,North,TO,Palmas,P020,Eco Paper Pack,Office Supplies,Paper,136.48,10,13.86,138.6,0.0153,2.12,106.5,29.98,Online,Joao Pires,0
ORD-202401-00167,3,2024-01-04,2024-01-05,C0030,Fernanda Carvalho,Consumer,Brazil,North,TO,Palmas,P011,ErgoSeat Mesh,Furniture,Chairs,846.61,3,296.62,889.86,0.0486,43.25,598.72,247.89,Online,Joao Pires,0
ORD-202401-00169,1,2024-01-04,2024-01-08,C0114,Pioneer Business Ltd.,Small Business,Brazil,Southeast,RJ,Rio de Janeiro,P019,Premium Paper Pack,Office Supplies,Paper,178.08,9,20.13,181.17,0.0171,3.09,123.74,54.34,Retail Stores,Larissa Araujo,0
ORD-202401-00169,2,2024-01-04,2024-01-08,C0114,Pioneer Business Ltd.,Small Business,Brazil,Southeast,RJ,Rio de Janeiro,P007,DockPro Station,Technology,Accessories,431.4,3,147.82,443.46,0.0272,12.06,268.59,162.82,Retail Stores,Larissa Araujo,0
ORD-202401-00007,1,2024-01-05,2024-01-07,C0056,Lighthouse Trading S.A.,Enterprise,Brazil,Southeast,SP,Sao Paulo,P020,Eco Paper Pack,Office Supplies,Paper,197.88,14,14.74,206.36,0.0411,8.48,144.48,53.4,Direct Sales,Bruno Almeida,0
ORD-202401-00007,2,2024-01-05,2024-01-07,C0056,Lighthouse Trading S.A.,Enterprise,Brazil,Southeast,SP,Sao Paulo,P019,Premium Paper Pack,Office Supplies,Paper,235.95,12,20.03,240.36,0.0183,4.41,163.56,72.39,Direct Sales,Bruno Almeida,0
ORD-202401-00019,1,2024-01-05,2024-01-08,C0014,Eduardo Martins,Consumer,Brazil,Southeast,MG,Belo Horizonte,P016,ModShelf Plus,Furniture,Storage,1184.48,5,249.33,1246.65,0.0499,62.17,721.09,463.39,Online,Ana Costa,0
ORD-202401-00019,2,2024-01-05,2024-01-08,C0014,Eduardo Martins,Consumer,Brazil,Southeast,MG,Belo Horizonte,P019,Premium Paper Pack,Office Supplies,Paper,188.62,10,19.33,193.3,0.0242,4.68,131.97,56.64,Online,Ana Costa,0
ORD-202401-00019,3,2024-01-05,2024-01-08,C0014,Eduardo Martins,Consumer,Brazil,Southeast,MG,Belo Horizonte,P007,DockPro Station,Technology,Accessories,761.29,5,156.88,784.4,0.0295,23.11,460.87,300.42,Online,Ana Costa,0
ORD-202401-00019,4,2024-01-05,2024-01-08,C0014,Eduardo Martins,Consumer,Brazil,Southeast,MG,Belo Horizonte,P023,Gel Pen Box,Office Supplies,Writing,98.3,8,12.64,101.12,0.0279,2.82,46.58,51.72,Online,Ana Costa,0
ORD-202401-00021,1,2024-01-05,2024-01-07,C0188,Nicolas Pereira,Consumer,Brazil,Southeast,MG,Belo Horizonte,P022,Economy Binder Set,Office Supplies,Binders,123.79,7,18.5,129.5,0.0441,5.71,68.13,55.67,Retail Stores,Ana Costa,0
ORD-202401-00021,2,2024-01-05,2024-01-07,C0188,Nicolas Pereira,Consumer,Brazil,Southeast,MG,Belo Horizonte,P023,Gel Pen Box,Office Supplies,Writing,175.12,14,12.96,181.44,0.0348,6.32,81.81,93.31,Retail Stores,Ana Costa,0
ORD-202401-00021,3,2024-01-05,2024-01-07,C0188,Nicolas Pereira,Consumer,Brazil,Southeast,MG,Belo Horizonte,P013,LiftDesk 120,Furniture,Desks,1226.21,2,647.49,1294.98,0.0531,68.77,877.08,349.13,Retail Stores,Ana Costa,0
ORD-202401-00057,1,2024-01-05,2024-01-11,C0068,Golden Commerce S.A.,Enterprise,Brazil,South,SC,Florianopolis,P024,Marker Kit,Office Supplies,Writing,422.69,27,16.08,434.16,0.0264,11.47,204.54,218.15,Distributors,Daniel Rocha,0
ORD-202401-00057,2,2024-01-05,2024-01-11,C0068,Golden Commerce S.A.,Enterprise,Brazil,South,SC,Florianopolis,P026,Shelf Labels,Office Supplies,Labels,185.13,19,10.12,192.28,0.0372,7.15,80.18,104.95,Distributors,Daniel Rocha,0
ORD-202401-00057,3,2024-01-05,2024-01-11,C0068,Golden Commerce S.A.,Enterprise,Brazil,South,SC,Florianopolis,P025,Shipping Labels,Office Supplies,Labels,221.38,21,10.81,227.01,0.0248,5.63,110.17,111.21,Distributors,Daniel Rocha,0
ORD-202401-00084,1,2024-01-05,2024-01-07,C0188,Nicolas Pereira,Consumer,Brazil,Southeast,MG,Belo Horizonte,P012,TaskSeat Essential,Furniture,Chairs,533.94,3,183.02,549.06,0.0275,15.12,354.57,179.37,Retail Stores,Larissa Araujo,0
ORD-202401-00084,2,2024-01-05,2024-01-07,C0188,Nicolas Pereira,Consumer,Brazil,Southeast,MG,Belo Horizonte,P024,Marker Kit,Office Supplies,Writing,120.6,8,15.42,123.36,0.0224,2.76,58.65,61.94,Retail Stores,Larissa Araujo,0
ORD-202401-00084,3,2024-01-05,2024-01-07,C0188,Nicolas Pereira,Consumer,Brazil,Southeast,MG,Belo Horizonte,P015,SteelStore Cabinet,Furniture,Storage,967.62,3,329.4,988.2,0.0208,20.58,718.96,248.66,Retail Stores,Larissa Araujo,0
ORD-202401-00160,1,2024-01-05,2024-01-09,C0096,Beatriz Almeida,Consumer,Brazil,Northeast,PE,Recife,P008,FlexMouse Wireless,Technology,Accessories,241.08,6,41.73,250.38,0.0372,9.3,131.94,109.14,Distributors,Eduarda Lima,0
ORD-202401-00160,2,2024-01-05,2024-01-09,C0096,Beatriz Almeida,Consumer,Brazil,Northeast,PE,Recife,P022,Economy Binder Set,Office Supplies,Binders,223.75,12,19.27,231.24,0.0324,7.49,117.47,106.28,Distributors,Eduarda Lima,0
ORD-202401-00160,3,2024-01-05,2024-01-09,C0096,Beatriz Almeida,Consumer,Brazil,Northeast,PE,Recife,P009,TypeEdge Keyboard,Technology,Accessories,338.74,5,71.2,356.0,0.0485,17.26,212.24,126.5,Distributors,Eduarda Lima,0
ORD-202401-00162,1,2024-01-05,2024-01-07,C0234,Atlas Retail Ltd.,Small Business,Brazil,Midwest,DF,Brasilia,P003,VisionView 24,Technology,Monitors,286.58,1,302.92,302.92,0.0539,16.34,244.58,42.0,Online,Henrique Souza,0
ORD-202401-00162,2,2024-01-05,2024-01-07,C0234,Atlas Retail Ltd.,Small Business,Brazil,Midwest,DF,Brasilia,P019,Premium Paper Pack,Office Supplies,Paper,118.07,6,19.74,118.44,0.0032,0.37,82.44,35.63,Online,Henrique Souza,0
ORD-202401-00174,1,2024-01-05,2024-01-07,C0107,Lucas Costa,Consumer,Brazil,North,AM,Manaus,P025,Shipping Labels,Office Supplies,Labels,134.5,12,11.39,136.68,0.016,2.18,62.41,72.08,Direct Sales,Joao Pires,0
ORD-202401-00174,2,2024-01-05,2024-01-07,C0107,Lucas Costa,Consumer,Brazil,North,AM,Manaus,P023,Gel Pen Box,Office Supplies,Writing,111.1,9,12.61,113.49,0.021,2.39,53.93,57.18,Direct Sales,Joao Pires,0
ORD-202401-00174,3,2024-01-05,2024-01-07,C0107,Lucas Costa,Consumer,Brazil,North,AM,Manaus,P012,TaskSeat Essential,Furniture,Chairs,939.56,5,193.23,966.15,0.0275,26.59,574.2,365.36,Direct Sales,Joao Pires,0
ORD-202401-00043,1,2024-01-06,2024-01-08,C0087,Golden Markets Ltd.,Small Business,Brazil,South,SC,Florianopolis,P011,ErgoSeat Mesh,Furniture,Chairs,1183.19,4,304.84,1219.36,0.0297,36.17,743.82,439.37,Online,Carla Nogueira,0
ORD-202401-00043,2,2024-01-06,2024-01-08,C0087,Golden Markets Ltd.,Small Business,Brazil,South,SC,Florianopolis,P010,FocusCam Pro,Technology,Accessories,194.56,2,101.4,202.8,0.0406,8.24,116.94,77.62,Online,Carla Nogueira,0
ORD-202401-00110,1,2024-01-06,2024-01-08,C0045,Fernanda Souza,Consumer,Brazil,Northeast,BA,Salvador,P016,ModShelf Plus,Furniture,Storage,401.56,2,203.87,407.74,0.0152,6.18,279.04,122.52,Online,Felipe Santos,0
ORD-202401-00110,2,2024-01-06,2024-01-08,C0045,Fernanda Souza,Consumer,Brazil,Northeast,BA,Salvador,P008,FlexMouse Wireless,Technology,Accessories,363.51,10,37.1,371.0,0.0202,7.49,214.8,148.71,Online,Felipe Santos,0
ORD-202401-00138,1,2024-01-06,2024-01-10,C0243,Beatriz Carvalho,Consumer,Brazil,South,SC,Florianopolis,P022,Economy Binder Set,Office Supplies,Binders,94.18,6,16.09,96.54,0.0244,2.36,58.54,35.65,Distributors,Daniel Rocha,0
ORD-202401-00138,2,2024-01-06,2024-01-10,C0243,Beatriz Carvalho,Consumer,Brazil,South,SC,Florianopolis,P010,FocusCam Pro,Technology,Accessories,463.55,5,96.48,482.4,0.0391,18.85,282.54,181.01,Distributors,Daniel Rocha,0
ORD-202401-00138,3,2024-01-06,2024-01-10,C0243,Beatriz Carvalho,Consumer,Brazil,South,SC,Florianopolis,P024,Marker Kit,Office Supplies,Writing,107.09,7,15.92,111.44,0.039,4.35,52.7,54.39,Distributors,Daniel Rocha,0
ORD-202401-00018,1,2024-01-07,2024-01-14,C0129,Summit Distribution Ltd.,Small Business,Brazil,Southeast,MG,Belo Horizonte,P005,LaserJet Office X1,Technology,Printers,1172.06,3,418.83,1256.49,0.0672,84.43,977.92,194.14,Distributors,Larissa Araujo,0
ORD-202401-00049,1,2024-01-07,2024-01-10,C0234,Atlas Retail Ltd.,Small Business,Brazil,Midwest,DF,Brasilia,P009,TypeEdge Keyboard,Technology,Accessories,448.33,6,75.63,453.78,0.012,5.45,243.9,204.43,Direct Sales,Gabriela Moura,0
ORD-202401-00049,2,2024-01-07,2024-01-10,C0234,Atlas Retail Ltd.,Small Business,Brazil,Midwest,DF,Brasilia,P027,Archive Box,Office Supplies,Filing,133.94,6,22.5,135.0,0.0079,1.06,77.63,56.31,Direct Sales,Gabriela Moura,0
ORD-202401-00061,1,2024-01-07,2024-01-11,C0058,BlueWave Office Ltd.,Small Business,Brazil,North,AM,Manaus,P013,LiftDesk 120,Furniture,Desks,1719.22,3,593.34,1780.02,0.0342,60.8,1455.64,263.58,Online,Joao Pires,0
ORD-202401-00061,2,2024-01-07,2024-01-11,C0058,BlueWave Office Ltd.,Small Business,Brazil,North,AM,Manaus,P006,InkFlow Compact,Technology,Printers,719.42,3,240.72,722.16,0.0038,2.74,599.17,120.25,Online,Joao Pires,0
ORD-202401-00072,1,2024-01-07,2024-01-10,C0044,Nova Office S.A.,Enterprise,Brazil,Southeast,MG,Belo Horizonte,P009,TypeEdge Keyboard,Technology,Accessories,454.14,7,68.26,477.82,0.0496,23.68,283.83,170.31,Retail Stores,Bruno Almeida,0
ORD-202401-00072,2,2024-01-07,2024-01-10,C0044,Nova Office S.A.,Enterprise,Brazil,Southeast,MG,Belo Horizonte,P016,ModShelf Plus,Furniture,Storage,438.68,2,226.85,453.7,0.0331,15.02,280.11,158.57,Retail Stores,Bruno Almeida,0
ORD-202401-00072,3,2024-01-07,2024-01-10,C0044,Nova Office S.A.,Enterprise,Brazil,Southeast,MG,Belo Horizonte,P014,WorkBench 160,Furniture,Desks,2495.64,3,856.51,2569.53,0.0288,73.89,1831.52,664.12,Retail Stores,Bruno Almeida,0
ORD-202401-00074,1,2024-01-07,2024-01-10,C0220,Karen Ribeiro,Consumer,Brazil,Midwest,MT,Cuiaba,P026,Shelf Labels,Office Supplies,Labels,79.5,9,9.09,81.81,0.0283,2.31,37.7,41.8,Retail Stores,Henrique Souza,0
ORD-202401-00074,2,2024-01-07,2024-01-10,C0220,Karen Ribeiro,Consumer,Brazil,Midwest,MT,Cuiaba,P008,FlexMouse Wireless,Technology,Accessories,203.51,5,41.99,209.95,0.0307,6.44,105.49,98.03,Retail Stores,Henrique Souza,0
